id,customer,price
12182,crg,80
12183,wdn,23
12184,xjr,627
12185,fmc,371
12186,mlb,157
12187,bjr,599
12188,bgd,696
12189,rpw,683
12190,wqr,749
12191,jyh,592
12192,pkz,282
12193,bdp,24
12194,yth,568
12195,nrc,763
12196,gsd,406
12197,xyg,40
12198,kgc,747
12199,jyk,530
12200,fhw,831
12201,klw,88
12202,frw,361
12203,hpr,21
12204,wkr,184
12205,cxt,697
12206,tlq,755
12207,fsf,597
12208,grf,644
12209,nwq,335
12210,hlf,685
12211,wcl,20
12212,jsn,120
12213,dsm,51
12214,xqs,216
12215,kyr,918
12216,kjf,642
12217,rlm,550
12218,gnm,249
12219,gnk,607
12220,bpq,6
12221,wqs,349
12222,tzc,473
12223,hfh,549
12224,ncm,637
12225,qlt,274
12226,llc,596
12227,ywq,863
12228,qcd,822
12229,zgw,494
12230,zjs,360
12231,wgq,256
12232,pfw,147
12233,kql,616
12234,pyg,907
12235,rzx,97
12236,xpt,814
12237,dlz,53
12238,dmt,537
12239,mts,631
12240,xgc,898
12241,gmc,686
12242,zdr,984
12243,lxq,566
12244,zqk,502
12245,tmb,189
12246,bjy,115
12247,xcb,762
12248,rgn,227
12249,pfl,726
12250,lqr,604
12251,wms,704
12252,nlc,618
12253,hbt,271
12254,gtb,329
12255,fqz,759
12256,kqz,909
12257,wyw,604
12258,cql,261
12259,qsz,96
12260,tyk,793
12261,qrw,659
12262,skg,89
12263,pkb,209
12264,dmx,839
12265,nnr,199
12266,kgq,626
12267,bsc,10
12268,sqx,613
12269,nnf,392
12270,hzp,372
12271,ffs,149
12272,gxk,176
12273,ssg,511
12274,kmk,552
12275,wyh,983
12276,lbt,273
12277,dks,314
12278,lkk,258
12279,wsh,473
12280,jrm,334
12281,ndc,412
12282,hgk,981
12283,wmq,624
12284,tzm,837
12285,xmf,325
12286,cwf,515
12287,lfy,330
12288,kdq,83
12289,pgw,546
12290,pbf,480
12291,lby,869
12292,qcp,553
12293,dls,545
12294,yjz,692
12295,mrw,688
12296,srj,612
12297,cyb,526
12298,tjn,102
12299,nbm,741
12300,pbm,906
12301,fmt,464
12302,myp,302
12303,thn,991
12304,qxp,839
12305,tzh,544
12306,kbw,859
12307,jgp,569
12308,qzj,778
12309,wwq,715
12310,hkp,381
12311,txz,434
12312,wwt,342
12313,wyz,521
12314,jgs,98
12315,cck,428
12316,wgh,896
12317,scc,444
12318,zdt,78
12319,wph,272
12320,ymh,28
12321,dqy,450
12322,npg,131
12323,hzm,391
12324,mzz,40
12325,kwd,589
12326,zkk,430
12327,chd,773
12328,bhb,953
12329,hrf,723
12330,ncz,95
12331,lmp,926
12332,rkm,813
12333,brn,194
12334,lkj,483
12335,wnf,209
12336,ytn,606
12337,tbl,151
12338,hhl,560
12339,pjp,688
12340,htg,4
12341,jxl,824
12342,fpm,670
12343,dpc,279
12344,yzm,676
12345,rmg,22
12346,bpt,893
12347,fhm,543
12348,mql,881
12349,fks,533
12350,twc,55
12351,njj,232
12352,wjm,644
12353,jrt,27
12354,jhm,350
12355,rbl,613
12356,xql,590
12357,blm,852
12358,fzw,153
12359,shh,186
12360,kbg,973
12361,twz,662
12362,rqb,347
12363,qnn,985
12364,dxf,980
12365,sjk,271
12366,fyc,610
12367,yjf,134
12368,gmh,980
12369,wbs,521
12370,zxd,138
12371,lgy,13
12372,ktd,61
12373,mpr,442
12374,xgn,274
12375,kww,710
12376,mks,106
12377,dsr,626
12378,jcr,572
12379,kcs,200
12380,krw,715
12381,crz,77
12382,sqw,520
12383,kyl,563
12384,swg,902
12385,brp,719
12386,mzx,883
12387,mct,753
12388,lpz,948
12389,clm,403
12390,xfl,247
12391,jzy,857
12392,dkr,963
12393,gqm,234
12394,bkf,382
12395,nzw,209
12396,hfl,697
12397,ybw,4
12398,frt,173
12399,zqx,912
12400,mfq,860
12401,sjj,546
12402,yyq,484
12403,npd,670
12404,hsq,465
12405,ypy,657
12406,cfy,971
12407,mdl,856
12408,cfr,838
12409,lbw,208
12410,jxj,38
12411,pcn,535
12412,gkd,598
12413,bgm,886
12414,clq,558
12415,djp,149
12416,hgf,24
12417,cgy,742
12418,kcs,311
12419,ntr,937
12420,gbz,332
12421,cnn,490
12422,pnt,212
12423,hlj,5
12424,pxy,255
12425,djr,295
12426,bkd,391
12427,rcx,367
12428,twf,954
12429,tzf,503
12430,qjz,217
12431,rsx,5
12432,ffm,189
12433,jpk,666
12434,lht,13
12435,kps,647
12436,mpx,358
12437,wyd,765
12438,pbl,635
12439,cyg,270
12440,wtr,656
12441,njk,7
12442,csy,420
12443,dpf,281
12444,ftt,619
12445,ccx,409
12446,qbh,732
12447,ppn,31
12448,fkg,164
12449,hxh,835
12450,hcz,311
12451,kzm,299
12452,xkg,161
12453,txz,262
12454,dwj,701
12455,zcj,99
12456,bss,884
12457,dpp,733
12458,cxf,619
12459,jld,627
12460,gcl,854
12461,qcj,237
12462,cft,910
12463,jtf,960
12464,mjc,217
12465,csy,557
12466,wdy,255
12467,jsm,129
12468,fwm,124
12469,cdd,462
12470,dkn,441
12471,bcr,161
12472,nwb,928
12473,byw,743
12474,ygq,109
12475,zxq,922
12476,zjh,606
12477,mcx,71
12478,zkb,496
12479,cdn,474
12480,rtq,420
12481,dfj,93
12482,gng,680
12483,bpb,680
12484,kcn,58
12485,xls,707
12486,qwl,348
12487,yrt,986
12488,ynd,62
12489,hbq,721
12490,qwj,35
12491,dpb,336
12492,bxr,579
12493,zwm,160
12494,xpp,454
12495,btd,368
12496,ltt,957
12497,bkf,464
12498,xxc,336
12499,zhr,78
12500,bnc,229
12501,nsm,566
12502,zct,358
12503,tny,870
12504,rxq,750
12505,ypq,302
12506,rjf,261
12507,xky,173
12508,hsy,202
12509,xgs,696
12510,cwt,957
12511,nqr,666
12512,tjd,308
12513,gfq,274
12514,tcw,610
12515,xxp,978
12516,sbg,281
12517,gzn,86
12518,srp,418
12519,ygh,806
12520,cjq,811
12521,pcn,997
12522,fjp,551
12523,cqg,750
12524,yrt,231
12525,nqj,226
12526,rsm,223
12527,tpw,749
12528,nls,122
12529,wsk,852
12530,jbz,58
12531,tmx,592
12532,ywt,138
12533,tmr,85
12534,lmw,583
12535,ggw,379
12536,kdn,42
12537,jff,173
12538,pcg,681
12539,ygh,35
12540,tnl,754
12541,dzn,517
12542,xmd,113
12543,wgp,195
12544,wsz,917
12545,mls,42
12546,pzt,580
12547,yqf,937
12548,bdb,237
12549,bld,72
12550,qbx,637
12551,gcc,907
12552,bxd,774
12553,hjx,942
12554,nzx,384
12555,tmj,508
12556,tql,514
12557,pqr,871
12558,tgf,39
12559,swm,890
12560,mfr,721
12561,hrj,359
12562,rsq,515
12563,wsd,572
12564,nnp,62
12565,rnt,74
12566,lyb,106
12567,rcg,80
12568,ndx,582
12569,jwq,2
12570,htm,368
12571,lrq,535
12572,dbw,167
12573,cnk,468
12574,yln,288
12575,kbm,448
12576,rrn,600
12577,wdl,332
12578,kmz,212
12579,dfh,506
12580,lsx,238
12581,tls,527
12582,mlm,5
12583,xbj,825
12584,wpt,504
12585,tjj,41
12586,jpb,827
12587,nrb,458
12588,dpz,221
12589,pxk,819
12590,szs,631
12591,gfg,25
12592,qzg,304
12593,dhp,338
12594,cbn,507
12595,yld,747
12596,xdh,213
12597,xnb,895
12598,ghn,135
12599,hzm,219
12600,bfs,269
12601,rqw,28
12602,pby,78
12603,hbz,17
12604,zzy,143
12605,jyc,278
12606,dnx,563
12607,ljx,692
12608,jts,106
12609,xxq,502
12610,nfg,72
12611,chk,755
12612,nfg,497
12613,xjb,471
12614,jgc,159
12615,zbq,279
12616,lhg,884
12617,pqs,452
12618,zxg,207
12619,cts,652
12620,cdq,185
12621,grh,245
12622,lcn,636
12623,ttz,578
12624,bkp,597
12625,sqz,328
12626,pfr,911
12627,bqr,657
12628,blz,470
12629,bjz,747
12630,tcp,947
12631,nqs,279
12632,msw,955
12633,rkj,493
12634,ncn,552
12635,slt,476
12636,wrl,409
12637,xqj,22
12638,dgd,206
12639,qfk,940
12640,hbz,193
12641,xmw,614
12642,cry,412
12643,dqj,796
12644,dqd,299
12645,tpf,822
12646,bgs,500
12647,wlh,494
12648,xhx,76
12649,gyz,519
12650,krm,937
12651,zmk,837
12652,cyg,472
12653,qzr,969
12654,qwd,642
12655,ttn,284
12656,skx,143
12657,hkw,10
12658,pcc,439
12659,tcw,760
12660,hrp,1
12661,kqp,819
12662,fsn,863
12663,bzg,164
12664,nyf,261
12665,yff,127
12666,crm,31
12667,rjm,166
12668,mcn,234
12669,scs,168
12670,qcx,849
12671,htd,476
12672,knk,512
12673,mwh,443
12674,grj,895
12675,dpt,878
12676,swk,743
12677,qqn,643
12678,xyk,873
12679,mtn,772
12680,yhg,468
12681,dgr,184
12682,whs,485
12683,xlp,835
12684,cgj,669
12685,cwx,842
12686,gzf,778
12687,psb,134
12688,sfp,585
12689,hdd,662
12690,jky,328
12691,dlk,684
12692,psy,595
12693,snp,478
12694,rzh,117
12695,yyr,809
12696,tcp,446
12697,dyf,795
12698,tdl,956
12699,ctz,546
12700,jcm,589
12701,hnh,570
12702,wmc,977
12703,rqc,924
12704,mwc,680
12705,lfj,172
12706,gyz,739
12707,tcz,416
12708,kfy,462
12709,zdy,410
12710,mcb,624
12711,qbb,187
12712,znh,582
12713,mxl,766
12714,kck,634
12715,rcx,652
12716,lhy,554
12717,sdr,558
12718,qjf,72
12719,fcn,548
12720,cxj,804
12721,qqc,407
12722,dxt,822
12723,dfs,116
12724,wtk,513
12725,ntr,516
12726,pmf,26
12727,jcm,600
12728,njp,912
12729,dpd,774
12730,gxg,895
12731,fby,705
12732,wqz,636
12733,rqm,780
12734,fyb,389
12735,lyr,858
12736,nwn,173
12737,kst,721
12738,ldg,793
12739,rwx,613
12740,ggs,443
12741,flc,308
12742,pyk,988
12743,zxr,974
12744,sbx,635
12745,dps,223
12746,nqs,406
12747,ybq,562
12748,yhg,680
12749,bkc,675
12750,zrf,283
12751,fmm,489
12752,dwr,197
12753,wjg,209
12754,cyj,587
12755,csh,916
12756,nqf,763
12757,nmn,989
12758,bgn,247
12759,nyt,575
12760,cdn,325
12761,jrr,42
12762,mmp,969
12763,kwf,667
12764,hhq,804
12765,scm,439
12766,xsd,110
12767,zdh,73
12768,fqb,4
12769,wng,87
12770,czp,877
12771,ksg,349
12772,szw,766
12773,rfg,839
12774,zcp,839
12775,jrq,351
12776,sng,363
12777,pmg,989
12778,pkd,254
12779,ftg,724
12780,ryg,432
12781,trn,786
12782,krj,589
12783,rqb,303
12784,jdn,39
12785,gqt,998
12786,fhh,440
12787,rml,351
12788,pmq,32
12789,xjr,500
12790,sjn,73
12791,wtj,536
12792,rhl,489
12793,rqx,929
12794,mbh,462
12795,hry,989
12796,tss,817
12797,scl,952
12798,hgg,150
12799,mry,33
12800,pmw,1000
12801,jlx,487
12802,dxj,905
12803,rfy,746
12804,gkw,907
12805,xfg,17
12806,znr,133
12807,jcw,576
12808,hcx,468
12809,mpw,434
12810,smb,418
12811,jgb,927
12812,zpp,431
12813,kqt,751
12814,snj,960
12815,bql,1
12816,syt,230
12817,gpg,830
12818,qzb,815
12819,dwz,928
12820,mwm,650
12821,hqx,187
12822,syr,133
12823,sfl,129
12824,tcg,703
12825,bhy,31
12826,ggm,861
12827,gtm,343
12828,xlt,113
12829,dwj,263
12830,mff,370
12831,bql,160
12832,fxz,115
12833,krz,567
12834,knk,769
12835,xwj,107
12836,mdm,318
12837,ntn,758
12838,qtw,81
12839,pcm,146
12840,jfz,625
12841,qlh,672
12842,kgt,57
12843,mml,173
12844,thc,170
12845,lbg,289
12846,bjn,681
12847,phm,353
12848,kqj,666
12849,wcr,468
12850,mcm,763
12851,ftg,672
12852,xtm,632
12853,bqs,327
12854,dgl,253
12855,hkn,770
12856,lzc,308
12857,sps,834
12858,fqn,480
12859,ccy,661
12860,xqq,373
12861,trx,85
12862,pmt,677
12863,yzk,792
12864,psq,642
12865,jyg,903
12866,jfb,143
12867,qby,758
12868,hxc,925
12869,nzj,270
12870,kkn,27
12871,cpw,263
12872,rwz,239
12873,szy,394
12874,wtt,990
12875,glr,246
12876,qrm,659
12877,kmk,354
12878,dgq,492
12879,csl,246
12880,mfq,669
12881,dhh,136
12882,xfh,365
12883,pcp,489
12884,rmf,1000
12885,lxh,96
12886,hqy,764
12887,ndq,583
12888,tks,244
12889,cfl,459
12890,ghw,213
12891,ywk,251
12892,tyh,19
12893,xdl,215
12894,kjt,321
12895,jps,287
12896,wws,919
12897,htg,797
12898,wdy,566
12899,ltr,515
12900,qwl,163
12901,xhy,452
12902,xpz,938
12903,crb,77
12904,zsw,769
12905,npl,453
12906,dmj,194
12907,dcn,51
12908,grr,453
12909,gls,336
12910,qrw,217
12911,kpk,63
12912,cty,533
12913,fpq,573
12914,ckr,881
12915,pln,670
12916,csk,777
12917,tzy,777
12918,cmf,755
12919,gbl,93
12920,bwr,415
12921,nqy,423
12922,dzt,858
12923,pmd,796
12924,hrj,718
12925,jdx,92
12926,xbr,631
12927,mbt,533
12928,ncg,167
12929,nrm,131
12930,fwb,181
12931,mcw,874
12932,jjr,857
12933,rbs,608
12934,gtx,250
12935,rds,458
12936,dmc,284
12937,xtn,230
12938,cbt,190
12939,zgx,330
12940,ktk,9
12941,slm,855
12942,qft,617
12943,zlw,919
12944,psk,838
12945,qyl,276
12946,clb,533
12947,sqq,765
12948,tgh,904
12949,dlh,149
12950,njt,822
12951,fhz,386
12952,pgp,599
12953,pls,655
12954,rsp,438
12955,ybk,967
12956,zrk,407
12957,wfk,196
12958,ctr,658
12959,wbx,251
12960,qhg,437
12961,gsr,393
12962,ksk,430
12963,kdf,521
12964,txs,71
12965,cyd,378
12966,khx,381
12967,qpj,867
12968,tlc,37
12969,zlm,893
12970,xzy,53
12971,mzf,960
12972,krx,4
12973,ndf,238
12974,bbk,11
12975,rjx,382
12976,fdj,777
12977,gyw,222
12978,pzl,255
12979,rhb,402
12980,lgp,864
12981,ydf,709
12982,tkj,560
12983,mrt,496
12984,spy,847
12985,smq,447
12986,wqx,392
12987,mlw,357
12988,tpt,198
12989,bqn,36
12990,fnx,514
12991,qth,269
12992,gnh,107
12993,byn,722
12994,lyj,2
12995,cyc,866
12996,fpz,235
12997,tmn,506
12998,ybd,271
12999,hjr,255
13000,ykw,683
13001,nww,729
13002,rqz,627
13003,jfj,978
13004,rnk,7
13005,fwj,170
13006,qqy,781
13007,dsx,581
13008,gfg,101
13009,qwl,586
13010,krr,790
13011,rtl,518
13012,bkb,279
13013,wqx,947
13014,bsl,628
13015,kdb,215
13016,ddd,702
13017,wwr,580
13018,xpq,379
13019,xzb,310
13020,kcc,724
13021,fmf,821
13022,wwj,392
13023,frj,162
13024,byj,109
13025,tww,363
13026,bxt,758
13027,jlh,391
13028,glm,340
13029,dnb,305
13030,wrc,898
13031,fld,768
13032,kcg,37
13033,hqs,61
13034,tlz,560
13035,smr,774
13036,lld,621
13037,syq,974
13038,myt,139
13039,ldj,365
13040,fzl,758
13041,ywl,609
13042,tdw,132
13043,dkp,6
13044,cmm,83
13045,wrg,535
13046,mmf,91
13047,hpj,10
13048,mpb,843
13049,tdj,780
13050,pjk,819
13051,gkk,93
13052,spk,584
13053,lpl,256
13054,fcs,277
13055,bcb,1
13056,ylp,371
13057,xbm,496
13058,lfm,89
13059,bfy,181
13060,zmt,755
13061,yqx,469
13062,dqx,576
13063,tqm,106
13064,hst,998
13065,pbq,455
13066,dgc,265
13067,fwr,280
13068,xqq,97
13069,zcd,216
13070,yny,239
13071,ngf,882
13072,kmk,62
13073,jyc,544
13074,gbj,710
13075,bnc,309
13076,jrj,473
13077,mlj,913
13078,mts,405
13079,ttw,73
13080,xqs,618
13081,fdr,197
13082,xmb,278
13083,phm,84
13084,ynz,543
13085,ssz,219
13086,qbp,234
13087,sfz,23
13088,ysb,146
13089,cwt,810
13090,gyc,112
13091,lyp,234
13092,xjy,720
13093,mkq,211
13094,mdh,922
13095,ylm,829
13096,mwt,338
13097,tmm,295
13098,yrr,530
13099,xkb,297
13100,mrl,246
13101,nkt,623
13102,zdp,755
13103,rsn,985
13104,lcg,92
13105,yqn,185
13106,mjn,71
13107,wkz,105
13108,xym,366
13109,rry,757
13110,xdm,583
13111,pmh,403
13112,tsn,979
13113,jcb,362
13114,fcm,280
13115,bnw,435
13116,kqk,760
13117,dwb,856
13118,bry,676
13119,tyr,537
13120,xjp,701
13121,crk,461
13122,qjd,912
13123,chx,141
13124,nsb,551
13125,jdp,295
13126,wnn,895
13127,gds,172
13128,dgz,14
13129,sqj,782
13130,prk,9
13131,plq,14
13132,mbl,270
13133,zwz,142
13134,bmn,957
13135,skr,701
13136,dhc,533
13137,crz,452
13138,wlf,963
13139,wdl,304
13140,fww,588
13141,ppt,518
13142,cxw,633
13143,wxb,24
13144,mwy,514
13145,stb,543
13146,kqy,586
13147,npy,141
13148,tpf,682
13149,hwl,883
13150,rdk,859
13151,ybr,710
13152,ftk,641
13153,whh,328
13154,slc,372
13155,mzh,87
13156,gjk,965
13157,psb,312
13158,nrw,658
13159,tll,779
13160,hsm,621
13161,cns,428
13162,bdd,955
13163,ldq,524
13164,qdj,985
13165,lsh,81
13166,jpx,196
13167,gxt,458
13168,jdp,19
13169,rzj,798
13170,dmg,889
13171,rmf,890
13172,zny,724
13173,zsn,388
13174,pjg,858
13175,dpq,516
13176,hjj,802
13177,jwc,155
13178,ljq,139
13179,snb,533
13180,rzx,478
13181,sxc,978
13182,yhr,809
13183,sjw,758
13184,dwn,88
13185,lqh,996
13186,glr,223
13187,trw,862
13188,chw,144
13189,fnm,324
13190,xwj,776
13191,lrd,638
13192,clh,423
13193,hqb,188
13194,xgj,681
13195,qxw,710
13196,slw,698
13197,hfy,886
13198,zyl,90
13199,xpk,842
13200,znt,996
13201,rmz,330
13202,ffl,519
13203,kwm,766
13204,bnb,890
13205,hts,156
13206,fnx,598
13207,jbt,898
13208,gwb,782
13209,bcs,819
13210,rcd,81
13211,sdf,442
13212,dmc,204
13213,rsg,776
13214,cnw,902
13215,ntc,737
13216,xdf,917
13217,nsx,896
13218,nlm,506
13219,bdw,371
13220,ldf,926
13221,gwq,448
13222,wth,510
13223,xsd,385
13224,wcp,661
13225,nzh,411
13226,wmh,143
13227,dbd,553
13228,wys,825
13229,gjr,578
13230,qhy,526
13231,ztd,49
13232,yfw,640
13233,rfx,34
13234,gyw,773
13235,yqt,494
13236,hfg,446
13237,dpm,831
13238,mbf,522
13239,cjq,250
13240,nhr,914
13241,qgd,158
13242,hpz,608
13243,fqb,957
13244,yth,880
13245,bnz,496
13246,qsz,888
13247,jjx,11
13248,qsr,512
13249,hzs,599
13250,pkj,543
13251,blh,184
13252,rgq,139
13253,ygh,313
13254,kyg,998
13255,pwp,192
13256,qqg,195
13257,mbb,319
13258,psj,49
13259,twy,659
13260,nmd,804
13261,jwh,927
13262,wgk,863
13263,ftn,994
13264,spx,616
13265,ghk,875
13266,lhk,591
13267,tps,917
13268,yfy,179
13269,qgf,880
13270,ggt,895
13271,qjb,408
13272,mgz,780
13273,qhm,415
13274,fwc,868
13275,byy,365
13276,wmh,688
13277,kbh,547
13278,tnn,21
13279,tjd,600
13280,xmq,755
13281,mlk,901
13282,zss,617
13283,frz,493
13284,fyf,700
13285,zkx,607
13286,kdl,917
13287,tdh,282
13288,fmr,455
13289,dsl,412
13290,gtt,993
13291,xdl,360
13292,rjs,10
13293,jbz,802
13294,nbr,603
13295,qdq,278
13296,xbw,331
13297,brd,209
13298,zyh,359
13299,clk,423
13300,rxm,879
13301,mml,238
13302,wzw,480
13303,pdd,924
13304,twg,567
13305,gpw,523
13306,rxr,36
13307,qtw,411
13308,kqb,803
13309,jyg,800
13310,jdp,332
13311,rnd,166
13312,ybq,269
13313,rnr,24
13314,rzg,58
13315,dzg,280
13316,zzb,39
13317,csn,655
13318,dzd,406
13319,bmq,517
13320,pmt,272
13321,wzz,355
13322,zjt,401
13323,qgn,264
13324,nmt,556
13325,czd,500
13326,jxq,431
13327,nxf,846
13328,zby,921
13329,kmd,885
13330,nkt,89
13331,flb,635
13332,sdl,408
13333,pyt,101
13334,qgs,642
13335,fcc,938
13336,plf,986
13337,fsd,910
13338,ftw,886
13339,dnn,463
13340,njf,640
13341,kjy,912
13342,dgg,979
13343,dzw,980
13344,mrm,441
13345,chr,735
13346,dxc,212
13347,tns,946
13348,fzf,519
13349,wsc,160
13350,pxl,857
13351,yql,880
13352,fyp,787
13353,fkn,479
13354,yfc,850
13355,cwg,263
13356,txf,279
13357,bjt,590
13358,lwc,238
13359,pgy,85
13360,rjg,444
13361,pdj,800
13362,cwy,854
13363,kny,807
13364,wpt,480
13365,mgk,764
13366,ttp,203
13367,hwg,517
13368,dtx,53
13369,jdx,99
13370,nfd,391
13371,gyg,93
13372,zzd,772
13373,lyd,39
13374,dtd,254
13375,ghk,696
13376,nwr,651
13377,zft,459
13378,xmz,288
13379,rxs,467
13380,hnj,369
13381,jkk,839
13382,bdm,947
13383,hpz,189
13384,ckz,447
13385,mxq,358
13386,lny,550
13387,txp,408
13388,prp,234
13389,gdr,606
13390,hpf,492
13391,jgx,945
13392,kwn,971
13393,cmx,316
13394,lww,44
13395,bgm,115
13396,mfg,756
13397,zxj,46
13398,prl,645
13399,nbh,159
13400,csh,484
13401,kjz,46
13402,hcn,670
13403,hgm,916
13404,glm,26
13405,bmr,181
13406,xzc,259
13407,hpp,733
13408,swh,531
13409,rpc,416
13410,hfh,3
13411,lff,84
13412,dfk,853
13413,zhz,626
13414,gsh,519
13415,ldf,24
13416,ryr,651
13417,fwm,137
13418,gph,601
13419,hqd,265
13420,qzx,835
13421,kjq,893
13422,fhn,922
13423,mrw,643
13424,mkt,752
13425,kpn,375
13426,ypg,850
13427,nqg,962
13428,lnq,395
13429,fmf,816
13430,kfk,246
13431,wzj,485
13432,fxq,944
13433,hmh,363
13434,qtf,602
13435,zgx,306
13436,gbj,47
13437,xwq,698
13438,gmp,42
13439,rdq,704
13440,fdq,272
13441,rzl,848
13442,xdq,84
13443,pqf,570
13444,fyx,99
13445,nhz,6
13446,qms,721
13447,psl,253
13448,mmg,438
13449,kkh,144
13450,jfw,898
13451,ytr,639
13452,ffq,417
13453,hmx,219
13454,dtc,91
13455,clq,51
13456,bdy,511
13457,jkb,182
13458,bxq,641
13459,bcw,512
13460,sdm,470
13461,hpx,455
13462,rpx,452
13463,fzt,229
13464,ksz,100
13465,rkr,55
13466,yxp,673
13467,whx,645
13468,sqc,494
13469,wfr,742
13470,mtr,734
13471,hrg,128
13472,ywc,899
13473,qrf,669
13474,hqg,263
13475,pys,745
13476,lmg,961
13477,cmt,552
13478,ssz,478
13479,lht,857
13480,trh,833
13481,xkf,91
13482,pdk,53
13483,bsb,649
13484,tsd,377
13485,fzw,560
13486,rrk,196
13487,lnk,787
13488,ynb,253
13489,zfz,17
13490,qzg,895
13491,nyg,171
13492,dxz,499
13493,lfc,54
13494,bnc,44
13495,hgg,858
13496,jzb,778
13497,xcf,607
13498,crl,589
13499,cly,231
13500,ypw,488
13501,cxp,382
13502,dzz,305
13503,jwh,929
13504,ktt,728
13505,zxd,771
13506,wcr,813
13507,frm,459
13508,dxp,45
13509,ttc,518
13510,kkh,818
13511,cnh,759
13512,sdf,15
13513,bny,812
13514,pww,565
13515,ybt,395
13516,dlb,776
13517,lls,996
13518,lpc,826
13519,qfg,694
13520,jzp,256
13521,nws,438
13522,pjp,679
13523,zyb,649
13524,hcs,86
13525,cqj,263
13526,drg,844
13527,lrx,205
13528,wty,305
13529,spx,444
13530,rrz,139
13531,qbf,457
13532,glf,328
13533,dhd,639
13534,nyk,48
13535,qjk,931
13536,snq,938
13537,mzl,614
13538,ttz,795
13539,clr,83
13540,bxp,987
13541,xsf,761
13542,ysm,929
13543,khc,689
13544,hpz,913
13545,kkd,398
13546,rjk,596
13547,yyp,623
13548,nnt,154
13549,bkd,967
13550,hhn,583
13551,hyq,941
13552,mxz,225
13553,crh,575
13554,fcm,606
13555,zws,611
13556,qkg,82
13557,jcc,365
13558,nbz,318
13559,klx,109
13560,glg,154
13561,smm,284
13562,hbd,588
13563,ggl,209
13564,ncz,302
13565,rdm,197
13566,fnw,819
13567,srx,893
13568,hwp,914
13569,zbd,212
13570,ltq,627
13571,jjn,170
13572,phw,202
13573,ghq,569
13574,nmc,620
13575,hpw,773
13576,jlf,206
13577,lws,828
13578,fhy,667
13579,hlz,857
13580,srd,831
13581,nrm,765
13582,sqz,535
13583,gjy,440
13584,xxj,529
13585,rzk,768
13586,zfm,218
13587,dpl,440
13588,chd,502
13589,qsh,84
13590,yxw,152
13591,hxw,20
13592,fnw,786
13593,tdb,803
13594,tbf,272
13595,hjj,549
13596,grf,216
13597,kwd,765
13598,sqb,287
13599,rbb,468
13600,yfp,302
13601,ygw,278
13602,bbc,292
13603,xqp,441
13604,fhf,942
13605,nyr,67
13606,fcx,149
13607,ttg,555
13608,kky,781
13609,whf,819
13610,mkd,413
13611,srj,739
13612,psp,59
13613,gsq,112
13614,wmm,431
13615,qnw,355
13616,mcz,101
13617,fhp,444
13618,sdm,405
13619,mdw,294
13620,kpy,116
13621,dzm,56
13622,znn,299
13623,fkp,845
13624,rlg,481
13625,pxb,724
13626,knj,481
13627,kqz,841
13628,bjc,672
13629,msr,901
13630,rfk,131
13631,yxm,155
13632,zzd,429
13633,gjk,980
13634,skj,141
13635,nzq,980
13636,jzm,677
13637,tbj,296
13638,zmf,701
13639,qss,719
13640,rsd,877
13641,wfd,739
13642,grf,861
13643,fmr,913
13644,xsq,858
13645,gzq,212
13646,drw,901
13647,gbj,507
13648,rsp,855
13649,sps,728
13650,mcb,726
13651,llj,710
13652,qfj,356
13653,dsk,68
13654,mmd,68
13655,qnk,958
13656,qhs,649
13657,xpy,129
13658,zqh,255
13659,xzb,676
13660,rbs,560
13661,ntk,44
13662,ysj,123
13663,rzd,502
13664,lcx,657
13665,qwh,165
13666,hqb,90
13667,jcb,616
13668,yjx,778
13669,drl,660
13670,gcx,316
13671,zxd,849
13672,ygb,171
13673,ryc,447
13674,rkz,69
13675,qdn,605
13676,gtt,230
13677,sch,850
13678,bhg,948
13679,rrc,65
13680,mww,35
13681,kql,372
13682,xfz,300
13683,lll,585
13684,rgj,921
13685,dkh,104
13686,nct,52
13687,mjk,254
13688,krw,787
13689,gtn,678
13690,mtb,900
13691,jlc,822
13692,rmt,39
13693,kdh,480
13694,pdr,239
13695,tky,283
13696,cty,934
13697,pqt,835
13698,pzw,570
13699,ypy,634
13700,snx,469
13701,lwf,326
13702,dcq,505
13703,tll,746
13704,pjs,611
13705,flc,299
13706,ztk,98
13707,kmk,515
13708,txl,426
13709,cbl,490
13710,gxp,154
13711,mfs,573
13712,fml,682
13713,zxq,849
13714,gty,650
13715,nlk,676
13716,qkj,130
13717,wgs,755
13718,ltt,43
13719,qfd,60
13720,gjk,209
13721,wcz,166
13722,qwc,646
13723,rww,594
13724,lcg,633
13725,xfx,187
13726,gxp,808
13727,xfg,692
13728,dqt,88
13729,nfb,389
13730,dpk,137
13731,znd,475
13732,gdb,825
13733,jdj,652
13734,gxb,364
13735,wkl,593
13736,btz,912
13737,frz,203
13738,zyg,920
13739,jhx,930
13740,kxw,735
13741,zhg,492
13742,pcc,187
13743,wwg,73
13744,krj,144
13745,mnf,296
13746,tcj,891
13747,btd,993
13748,wbn,775
13749,wcx,706
13750,lpy,50
13751,qwb,538
13752,kyx,396
13753,kpl,788
13754,kdw,301
13755,frj,299
13756,kpg,234
13757,jgx,7
13758,jhb,821
13759,bpg,354
13760,fls,528
13761,lgg,992
13762,gww,481
13763,zjm,814
13764,clm,560
13765,hgb,425
13766,wps,398
13767,ncz,358
13768,ygs,503
13769,lth,797
13770,zkx,384
